[        643         334];[        686         299];[        597         303];[        745         323];[        541         335];[        853         526];[        431         543];[       1118         685];[        327         702];[       1088         326];[        407         657];[        785         722];[        525         720];[        820         620];[        584         617];[        751         626];[        650         598];
[        644         334];[        686         299];[        598         304];[        742         321];[        540         336];[        853         527];[        430         543];[       1119         683];[        327         700];[       1083         327];[        404         655];[        785         722];[        525         719];[        820         619];[        585         616];[        752         626];[        652         597];
[        644         334];[        687         299];[        598         303];[        746         325];[        543         335];[        855         527];[        433         543];[       1120         684];[        325         704];[       1082         328];[        408         659];[        786         721];[        526         719];[        818         618];[        585         616];[        751         625];[        652         598];
[        644         334];[        687         299];[        598         303];[        745         318];[        541         333];[        855         526];[        432         543];[       1124         681];[        326         701];[       1081         326];[        403         659];[        785         723];[        525         720];[        819         619];[        584         617];[        751         626];[        649         598];
[        644         334];[        687         299];[        599         302];[        745         319];[        542         332];[        852         526];[        432         541];[       1117         681];[        326         701];[       1077         325];[        402         657];[        781         721];[        523         718];[        816         618];[        581         614];[        750         625];[        644         596];
[        644         334];[        688         299];[        598         302];[        745         323];[        539         334];[        854         526];[        430         543];[       1125         681];[        325         701];[       1079         324];[        404         657];[        786         721];[        525         718];[        816         618];[        581         616];[        752         624];[        648         595];
[        644         333];[        688         299];[        598         302];[        749         325];[        536         336];[        854         526];[        430         544];[       1118         683];[        328         701];[       1078         323];[        407         657];[        785         720];[        525         718];[        817         618];[        586         615];[        747         623];[        650         594];
[        643         333];[        688         299];[        598         302];[        748         326];[        541         334];[        856         528];[        430         544];[       1124         680];[        328         701];[       1076         321];[        407         654];[        786         721];[        525         719];[        818         618];[        583         615];[        750         624];[        651         596];
[        644         334];[        688         299];[        598         302];[        749         326];[        538         335];[        856         528];[        429         544];[       1129         677];[        327         700];[       1076         321];[        403         655];[        786         722];[        524         720];[        818         618];[        582         615];[        749         623];[        650         594];
[        643         333];[        687         298];[        599         301];[        748         325];[        541         334];[        854         526];[        431         543];[       1120         682];[        324         703];[       1075         319];[        404         658];[        785         720];[        525         717];[        816         617];[        584         614];[        747         624];[        649         595];
[        643         333];[        687         299];[        597         301];[        747         328];[        536         335];[        854         527];[        429         544];[       1125         683];[        326         701];[       1077         321];[        406         658];[        785         721];[        524         719];[        818         620];[        583         616];[        748         625];[        651         596];
[        644         334];[        687         298];[        598         301];[        743         322];[        539         333];[        854         526];[        430         544];[       1127         679];[        326         700];[       1073         316];[        402         659];[        785         720];[        525         718];[        818         618];[        583         614];[        749         624];[        650         593];
[        643         332];[        686         298];[        597         301];[        742         323];[        539         335];[        854         527];[        431         544];[       1125         682];[        326         700];[       1077         323];[        405         656];[        787         722];[        527         719];[        821         619];[        585         615];[        751         625];[        653         597];
[        643         332];[        687         298];[        597         301];[        743         325];[        537         336];[        853         527];[        430         543];[       1122         682];[        326         702];[       1078         324];[        407         661];[        786         721];[        526         719];[        822         620];[        588         617];[        750         626];[        655         599];
[        643         332];[        687         298];[        597         300];[        745         324];[        538         335];[        854         527];[        431         543];[       1123         682];[        327         700];[       1081         329];[        403         660];[        786         722];[        526         719];[        818         621];[        584         618];[        751         626];[        650         599];
[        644         331];[        689         297];[        597         301];[        747         324];[        540         333];[        856         526];[        425         544];[       1101         693];[        320         715];[       1081         335];[        402         680];[        785         729];[        520         730];[        815         640];[        597         636];[        752         648];[        663         627];
[        642         332];[        687         298];[        597         301];[        744         325];[        545         332];[        853         527];[        427         545];[       1077         697];[        319         716];[       1074         365];[        403         679];[        782         730];[        521         731];[        806         640];[        589         637];[        743         650];[        654         627];
[        640         332];[        683         299];[        594         302];[        737         323];[        539         331];[        849         532];[        426         546];[       1027         698];[        311         716];[       1027         407];[        364         699];[        773         726];[        518         729];[        781         634];[        587         643];[        701         642];[        633         641];
[        634         332];[        676         299];[        590         302];[        732         322];[        540         330];[        841         538];[        425         545];[        948         709];[        311         710];[        948         673];[        366         693];[        748         723];[        503         724];[        724         635];[        548         642];[        644         643];[        577         649];
[        628         332];[        671         299];[        583         303];[        730         323];[        534         334];[        836         535];[        423         543];[        928         712];[        311         706];[        885         701];[        352         692];[        738         723];[        498         722];[        697         638];[        543         647];[        628         653];[        573         657];
[        626         332];[        668         298];[        580         305];[        728         319];[        534         335];[        834         536];[        424         544];[        909         711];[        311         705];[        856         696];[        363         690];[        734         722];[        499         721];[        690         639];[        537         647];[        624         650];[        568         653];
[        626         332];[        667         299];[        581         306];[        727         324];[        535         338];[        839         538];[        423         545];[        915         718];[        308         708];[        841         696];[        355         693];[        737         725];[        498         723];[        686         641];[        536         648];[        619         653];[        567         657];
